"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
2.104,0.843,0.841,0.953,0.192,0.964,0.983,---,,,
2.105,0.844,0.841,0.953,0.195,0.964,0.983,---,,,
2.106,0.844,0.841,0.953,0.197,0.964,0.983,---,,,
2.107,0.844,0.841,0.953,0.199,0.964,0.983,---,,,
2.108,0.844,0.842,0.953,0.202,0.964,0.983,---,,,
2.109,0.844,0.842,0.953,0.204,0.964,0.983,---,,,
2.110,0.844,0.842,0.953,0.207,0.964,0.983,---,,,
2.111,0.844,0.842,0.953,0.210,0.964,0.983,---,,,
2.112,0.844,0.842,0.953,0.212,0.964,0.983,---,,,
2.113,0.844,0.842,0.953,0.215,0.964,0.983,---,,,
2.114,0.844,0.842,0.953,0.217,0.964,0.983,---,,,
2.115,0.844,0.842,0.953,0.220,0.964,0.983,---,,,
2.116,0.845,0.842,0.953,0.223,0.964,0.983,---,,,
2.117,0.845,0.842,0.953,0.226,0.964,0.983,---,,,
2.118,0.845,0.842,0.953,0.228,0.964,0.983,---,,,
2.119,0.845,0.842,0.953,0.231,0.964,0.983,---,,,
2.120,0.845,0.842,0.953,0.234,0.964,0.983,---,,,
2.121,0.845,0.842,0.953,0.237,0.964,0.983,---,,,
2.122,0.845,0.843,0.953,0.240,0.964,0.983,---,,,
2.123,0.845,0.843,0.953,0.243,0.964,0.983,---,,,
2.124,0.845,0.843,0.953,0.245,0.964,0.983,---,,,
2.125,0.845,0.843,0.953,0.248,0.964,0.983,---,,,
2.126,0.845,0.843,0.953,0.251,0.964,0.983,---,,,
2.127,0.846,0.843,0.953,0.254,0.964,0.983,---,,,
2.128,0.846,0.843,0.953,0.257,0.964,0.983,---,,,
2.129,0.846,0.843,0.953,0.260,0.964,0.983,---,,,
2.130,0.846,0.843,0.953,0.263,0.964,0.983,---,,,
2.131,0.846,0.843,0.953,0.267,0.964,0.983,---,,,
2.132,0.846,0.843,0.953,0.270,0.964,0.983,---,,,
2.133,0.846,0.843,0.953,0.273,0.964,0.983,---,,,
2.134,0.846,0.843,0.953,0.276,0.964,0.983,---,,,
2.135,0.846,0.844,0.953,0.279,0.964,0.983,---,,,
2.136,0.846,0.844,0.953,0.282,0.964,0.983,---,,,
2.137,0.846,0.844,0.953,0.286,0.964,0.983,---,,,
2.138,0.847,0.844,0.953,0.289,0.964,0.983,---,,,
2.139,0.847,0.844,0.953,0.292,0.964,0.983,---,,,
2.140,0.847,0.844,0.953,0.296,0.964,0.983,---,,,
2.141,0.847,0.844,0.953,0.299,0.964,0.983,---,,,
2.142,0.847,0.844,0.953,0.302,0.964,0.983,---,,,
2.143,0.847,0.844,0.953,0.306,0.964,0.983,---,,,
2.144,0.847,0.844,0.953,0.309,0.964,0.983,---,,,
2.145,0.847,0.844,0.953,0.313,0.964,0.983,---,,,
2.146,0.847,0.844,0.953,0.316,0.964,0.983,---,,,
2.147,0.847,0.844,0.953,0.320,0.964,0.983,---,,,
2.148,0.847,0.844,0.953,0.323,0.964,0.983,---,,,
2.149,0.848,0.845,0.953,0.327,0.964,0.983,---,,,
2.150,0.848,0.845,0.953,0.330,0.964,0.983,---,,,
2.151,0.848,0.845,0.953,0.334,0.964,0.983,---,,,
2.152,0.848,0.845,0.953,0.337,0.964,0.983,---,,,
2.153,0.848,0.845,0.953,0.341,0.964,0.983,---,,,
2.154,0.848,0.845,0.953,0.345,0.964,0.983,---,,,
2.155,0.848,0.845,0.953,0.348,0.964,0.983,---,,,
2.156,0.848,0.845,0.953,0.352,0.964,0.983,---,,,
2.157,0.848,0.845,0.953,0.356,0.964,0.983,---,,,
2.158,0.848,0.845,0.953,0.359,0.964,0.983,---,,,
2.159,0.848,0.845,0.953,0.363,0.964,0.983,---,,,
2.160,0.848,0.845,0.953,0.367,0.964,0.983,---,,,
2.161,0.849,0.845,0.953,0.371,0.964,0.983,---,,,
2.162,0.849,0.845,0.953,0.375,0.964,0.983,---,,,
2.163,0.849,0.845,0.953,0.378,0.964,0.983,---,,,
2.164,0.849,0.846,0.953,0.382,0.964,0.983,---,,,
2.165,0.849,0.846,0.953,0.386,0.964,0.983,---,,,
2.166,0.849,0.846,0.953,0.390,0.964,0.983,---,,,
2.167,0.849,0.846,0.953,0.394,0.964,0.983,---,,,
2.168,0.849,0.846,0.953,0.398,0.964,0.983,---,,,
2.169,0.849,0.846,0.953,0.402,0.964,0.983,---,,,
2.170,0.849,0.846,0.953,0.406,0.964,0.983,---,,,
2.171,0.849,0.846,0.953,0.409,0.964,0.983,---,,,
2.172,0.850,0.846,0.953,0.413,0.964,0.983,---,,,
2.173,0.850,0.846,0.953,0.417,0.964,0.983,---,,,
2.174,0.850,0.846,0.953,0.421,0.964,0.983,---,,,
2.175,0.850,0.846,0.953,0.425,0.964,0.983,---,,,
2.176,0.850,0.846,0.953,0.429,0.964,0.983,---,,,
2.177,0.850,0.846,0.953,0.433,0.964,0.983,---,,,
2.178,0.850,0.847,0.953,0.437,0.964,0.983,---,,,
2.179,0.850,0.847,0.953,0.441,0.964,0.983,---,,,
2.180,0.850,0.847,0.953,0.445,0.964,0.983,---,,,
2.181,0.850,0.847,0.953,0.449,0.964,0.983,---,,,
2.182,0.850,0.847,0.953,0.453,0.964,0.983,---,,,
2.183,0.850,0.847,0.953,0.457,0.964,0.983,---,,,
2.184,0.851,0.847,0.953,0.461,0.964,0.983,---,,,
2.185,0.851,0.847,0.953,0.466,0.964,0.983,---,,,
2.186,0.851,0.847,0.953,0.470,0.964,0.983,---,,,
2.187,0.851,0.847,0.953,0.474,0.964,0.983,---,,,
2.188,0.851,0.847,0.953,0.478,0.964,0.983,---,,,
2.189,0.851,0.847,0.953,0.482,0.964,0.983,---,,,
2.190,0.851,0.847,0.953,0.486,0.964,0.983,---,,,
2.191,0.851,0.847,0.953,0.490,0.964,0.983,---,,,
2.192,0.851,0.847,0.953,0.494,0.964,0.983,---,,,
2.193,0.851,0.848,0.953,0.498,0.964,0.983,---,,,
2.194,0.851,0.848,0.953,0.502,0.964,0.983,---,,,
2.195,0.851,0.848,0.953,0.506,0.964,0.983,---,,,
2.196,0.851,0.848,0.953,0.510,0.964,0.983,---,,,
2.197,0.852,0.848,0.953,0.514,0.964,0.983,---,,,
2.198,0.852,0.848,0.953,0.518,0.964,0.983,---,,,
2.199,0.852,0.848,0.953,0.522,0.964,0.983,---,,,
2.200,0.852,0.848,0.953,0.526,0.964,0.983,---,,,
2.201,0.852,0.848,0.953,0.531,0.964,0.983,---,,,
2.202,0.852,0.848,0.953,0.535,0.964,0.983,---,,,
2.203,0.852,0.848,0.953,0.539,0.964,0.983,---,,,
2.204,0.852,0.848,0.953,0.543,0.964,0.983,---,,,
2.205,0.852,0.848,0.953,0.547,0.964,0.983,---,,,
2.206,0.852,0.848,0.953,0.551,0.964,0.983,---,,,
2.207,0.852,0.848,0.953,0.555,0.964,0.983,---,,,
2.208,0.852,0.849,0.953,0.559,0.964,0.983,---,,,
2.209,0.852,0.849,0.953,0.563,0.964,0.983,---,,,
2.210,0.853,0.849,0.953,0.567,0.964,0.983,---,,,
2.211,0.853,0.849,0.953,0.571,0.964,0.983,---,,,
2.212,0.853,0.849,0.953,0.574,0.964,0.983,---,,,
2.213,0.853,0.849,0.953,0.578,0.964,0.983,---,,,
2.214,0.853,0.849,0.953,0.582,0.964,0.983,---,,,
2.215,0.853,0.849,0.953,0.586,0.964,0.983,---,,,
2.216,0.853,0.849,0.953,0.590,0.964,0.983,---,,,
2.217,0.853,0.849,0.953,0.594,0.964,0.983,---,,,
2.218,0.853,0.849,0.953,0.598,0.964,0.983,---,,,
2.219,0.853,0.849,0.953,0.602,0.964,0.983,---,,,
2.220,0.853,0.849,0.953,0.605,0.964,0.983,---,,,
2.221,0.853,0.849,0.953,0.609,0.964,0.983,---,,,
2.222,0.853,0.849,0.953,0.613,0.964,0.983,---,,,
2.223,0.854,0.850,0.953,0.617,0.964,0.983,---,,,
2.224,0.854,0.850,0.953,0.621,0.964,0.983,---,,,
2.225,0.854,0.850,0.953,0.624,0.964,0.983,---,,,
2.226,0.854,0.850,0.953,0.628,0.964,0.983,---,,,
2.227,0.854,0.850,0.953,0.632,0.964,0.983,---,,,
2.228,0.854,0.850,0.953,0.635,0.964,0.983,---,,,
2.229,0.854,0.850,0.953,0.639,0.964,0.983,---,,,
2.230,0.854,0.850,0.953,0.643,0.964,0.983,---,,,
2.231,0.854,0.850,0.953,0.646,0.964,0.983,---,,,
2.232,0.854,0.850,0.953,0.650,0.964,0.983,---,,,
2.233,0.854,0.850,0.953,0.653,0.964,0.983,---,,,
2.234,0.854,0.850,0.953,0.657,0.964,0.983,---,,,
2.235,0.854,0.850,0.953,0.660,0.964,0.983,---,,,
2.236,0.855,0.850,0.953,0.664,0.964,0.983,---,,,
2.237,0.855,0.850,0.953,0.667,0.964,0.983,---,,,
2.238,0.855,0.850,0.953,0.671,0.964,0.983,---,,,
2.239,0.855,0.850,0.953,0.674,0.964,0.983,---,,,
2.240,0.855,0.851,0.953,0.677,0.964,0.983,---,,,
2.241,0.855,0.851,0.953,0.681,0.964,0.983,---,,,
2.242,0.855,0.851,0.953,0.684,0.964,0.983,---,,,
2.243,0.855,0.851,0.953,0.687,0.964,0.983,---,,,
2.244,0.855,0.851,0.953,0.690,0.964,0.983,---,,,
2.245,0.855,0.851,0.953,0.694,0.964,0.983,---,,,
2.246,0.855,0.851,0.953,0.697,0.964,0.983,---,,,
2.247,0.855,0.851,0.953,0.700,0.964,0.983,---,,,
2.248,0.855,0.851,0.953,0.703,0.964,0.983,---,,,
2.249,0.855,0.851,0.953,0.706,0.964,0.983,---,,,
2.250,0.855,0.851,0.953,0.709,0.964,0.983,---,,,
2.251,0.856,0.851,0.953,0.712,0.964,0.983,---,,,
2.252,0.856,0.851,0.953,0.715,0.964,0.983,---,,,
2.253,0.856,0.851,0.953,0.718,0.964,0.983,---,,,
2.254,0.856,0.851,0.953,0.721,0.964,0.983,---,,,
2.255,0.856,0.851,0.953,0.724,0.964,0.983,---,,,
2.256,0.856,0.851,0.953,0.727,0.964,0.983,---,,,
2.257,0.856,0.852,0.953,0.730,0.964,0.983,---,,,
2.258,0.856,0.852,0.953,0.733,0.964,0.983,---,,,
2.259,0.856,0.852,0.953,0.735,0.964,0.983,---,,,
2.260,0.856,0.852,0.953,0.738,0.964,0.983,---,,,
2.261,0.856,0.852,0.953,0.741,0.964,0.983,---,,,
2.262,0.856,0.852,0.953,0.744,0.964,0.983,---,,,
2.263,0.856,0.852,0.953,0.746,0.964,0.983,---,,,
2.264,0.856,0.852,0.953,0.749,0.964,0.983,---,,,
2.265,0.856,0.852,0.953,0.751,0.964,0.983,---,,,
2.266,0.857,0.852,0.953,0.754,0.964,0.983,---,,,
2.267,0.857,0.852,0.953,0.756,0.964,0.983,---,,,
2.268,0.857,0.852,0.953,0.759,0.964,0.983,---,,,
2.269,0.857,0.852,0.953,0.761,0.964,0.983,---,,,
2.270,0.857,0.852,0.953,0.764,0.964,0.983,---,,,
2.271,0.857,0.852,0.953,0.766,0.964,0.983,---,,,
2.272,0.857,0.852,0.953,0.768,0.964,0.983,---,,,
2.273,0.857,0.852,0.953,0.771,0.964,0.983,---,,,
2.274,0.857,0.852,0.953,0.773,0.964,0.983,---,,,
2.275,0.857,0.853,0.953,0.775,0.964,0.983,---,,,
2.276,0.857,0.853,0.953,0.778,0.964,0.983,---,,,
2.277,0.857,0.853,0.953,0.780,0.964,0.983,---,,,
2.278,0.857,0.853,0.953,0.782,0.964,0.983,---,,,
2.279,0.857,0.853,0.953,0.784,0.964,0.983,---,,,
2.280,0.857,0.853,0.953,0.786,0.964,0.983,---,,,
2.281,0.857,0.853,0.953,0.788,0.964,0.983,---,,,
2.282,0.858,0.853,0.953,0.790,0.964,0.983,---,,,
2.283,0.858,0.853,0.953,0.792,0.964,0.983,---,,,
2.284,0.858,0.853,0.953,0.794,0.964,0.983,---,,,
2.285,0.858,0.853,0.953,0.796,0.964,0.983,---,,,
2.286,0.858,0.853,0.953,0.798,0.964,0.983,---,,,
2.287,0.858,0.853,0.953,0.800,0.964,0.983,---,,,
2.288,0.858,0.853,0.953,0.801,0.964,0.983,---,,,
2.289,0.858,0.853,0.953,0.803,0.964,0.983,---,,,
2.290,0.858,0.853,0.953,0.805,0.964,0.983,---,,,
2.291,0.858,0.853,0.953,0.807,0.964,0.983,---,,,
2.292,0.858,0.853,0.953,0.808,0.964,0.983,---,,,
2.293,0.858,0.853,0.953,0.810,0.964,0.983,---,,,
2.294,0.858,0.854,0.953,0.812,0.964,0.983,---,,,
2.295,0.858,0.854,0.953,0.813,0.964,0.983,---,,,
2.296,0.858,0.854,0.953,0.815,0.964,0.983,---,,,
2.297,0.858,0.854,0.953,0.816,0.964,0.983,---,,,
2.298,0.858,0.854,0.953,0.818,0.964,0.983,---,,,
2.299,0.859,0.854,0.953,0.819,0.964,0.983,---,,,
2.300,0.859,0.854,0.953,0.821,0.964,0.983,---,,,
2.301,0.859,0.854,0.953,0.822,0.964,0.983,---,,,
2.302,0.859,0.854,0.953,0.823,0.964,0.983,---,,,
2.303,0.859,0.854,0.953,0.825,0.964,0.983,---,,,
2.304,0.859,0.854,0.953,0.826,0.964,0.983,---,,,
2.305,0.859,0.854,0.953,0.827,0.964,0.983,---,,,
2.306,0.859,0.854,0.953,0.829,0.964,0.983,---,,,
2.307,0.859,0.854,0.953,0.830,0.964,0.983,---,,,
2.308,0.859,0.854,0.953,0.831,0.964,0.983,---,,,
2.309,0.859,0.854,0.953,0.832,0.964,0.983,---,,,
2.310,0.859,0.854,0.953,0.834,0.964,0.983,---,,,
2.311,0.859,0.854,0.953,0.835,0.964,0.983,---,,,
2.312,0.859,0.854,0.953,0.836,0.964,0.983,---,,,
2.313,0.859,0.854,0.953,0.837,0.964,0.983,---,,,
2.314,0.859,0.855,0.953,0.838,0.964,0.983,---,,,
2.315,0.859,0.855,0.953,0.839,0.964,0.983,---,,,
2.316,0.859,0.855,0.953,0.840,0.964,0.983,---,,,
2.317,0.860,0.855,0.953,0.841,0.964,0.983,---,,,
2.318,0.860,0.855,0.953,0.842,0.964,0.983,---,,,
2.319,0.860,0.855,0.953,0.843,0.964,0.983,---,,,
2.320,0.860,0.855,0.953,0.844,0.964,0.983,---,,,
2.321,0.860,0.855,0.953,0.845,0.964,0.983,---,,,
2.322,0.860,0.855,0.953,0.846,0.964,0.983,---,,,
2.323,0.860,0.855,0.953,0.847,0.964,0.983,---,,,
2.324,0.860,0.855,0.953,0.848,0.964,0.983,---,,,
2.325,0.860,0.855,0.953,0.848,0.964,0.983,---,,,
2.326,0.860,0.855,0.953,0.849,0.964,0.983,---,,,
2.327,0.860,0.855,0.953,0.850,0.964,0.983,---,,,
2.328,0.860,0.855,0.953,0.851,0.964,0.983,---,,,
2.329,0.860,0.855,0.953,0.851,0.964,0.983,---,,,
2.330,0.860,0.855,0.953,0.852,0.964,0.983,---,,,
2.331,0.860,0.855,0.953,0.853,0.964,0.983,---,,,
2.332,0.860,0.855,0.953,0.854,0.964,0.983,---,,,
2.333,0.860,0.855,0.953,0.854,0.964,0.983,---,,,
2.334,0.860,0.855,0.953,0.855,0.964,0.983,---,,,
2.335,0.860,0.855,0.953,0.856,0.964,0.983,---,,,
2.336,0.860,0.855,0.953,0.856,0.964,0.983,---,,,
2.337,0.860,0.856,0.953,0.857,0.964,0.983,---,,,
2.338,0.861,0.856,0.953,0.857,0.964,0.983,---,,,
2.339,0.861,0.856,0.953,0.858,0.964,0.983,---,,,
2.340,0.861,0.856,0.953,0.858,0.964,0.983,---,,,
2.341,0.861,0.856,0.953,0.859,0.964,0.983,---,,,
2.342,0.861,0.856,0.953,0.859,0.964,0.983,---,,,
2.343,0.861,0.856,0.953,0.860,0.964,0.983,---,,,
2.344,0.861,0.856,0.953,0.860,0.964,0.983,---,,,
2.345,0.861,0.856,0.953,0.861,0.964,0.983,---,,,
2.346,0.861,0.856,0.953,0.861,0.964,0.983,---,,,
2.347,0.861,0.856,0.953,0.862,0.964,0.983,---,,,
2.348,0.861,0.856,0.953,0.862,0.964,0.983,---,,,
2.349,0.861,0.856,0.953,0.863,0.964,0.983,---,,,
2.350,0.861,0.856,0.953,0.863,0.964,0.983,---,,,
2.351,0.861,0.856,0.953,0.864,0.964,0.983,---,,,
2.352,0.861,0.856,0.953,0.864,0.964,0.983,---,,,
2.353,0.861,0.856,0.953,0.864,0.964,0.983,---,,,
2.354,0.861,0.856,0.953,0.865,0.964,0.983,---,,,
2.355,0.861,0.856,0.953,0.865,0.964,0.983,---,,,
2.356,0.861,0.856,0.953,0.865,0.964,0.983,---,,,
2.357,0.861,0.856,0.953,0.866,0.964,0.983,---,,,
2.358,0.861,0.856,0.953,0.866,0.964,0.983,---,,,
2.359,0.861,0.856,0.953,0.866,0.964,0.983,---,,,
2.360,0.861,0.856,0.953,0.867,0.964,0.983,---,,,
2.361,0.862,0.856,0.953,0.867,0.964,0.983,---,,,
2.362,0.862,0.857,0.953,0.867,0.964,0.983,---,,,
2.363,0.862,0.857,0.953,0.867,0.964,0.983,---,,,
2.364,0.862,0.857,0.953,0.868,0.964,0.983,---,,,
2.365,0.862,0.857,0.953,0.868,0.964,0.983,---,,,
2.366,0.862,0.857,0.953,0.868,0.964,0.983,---,,,
2.367,0.862,0.857,0.953,0.868,0.964,0.983,---,,,
2.368,0.862,0.857,0.953,0.868,0.964,0.983,---,,,
2.369,0.862,0.857,0.953,0.869,0.964,0.983,---,,,
2.370,0.862,0.857,0.953,0.869,0.964,0.983,---,,,
2.371,0.862,0.857,0.953,0.869,0.964,0.983,---,,,
2.372,0.862,0.857,0.953,0.869,0.964,0.983,---,,,
2.373,0.862,0.857,0.953,0.869,0.964,0.983,---,,,
2.374,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.375,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.376,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.377,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.378,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.379,0.862,0.857,0.953,0.870,0.964,0.983,---,,,
2.380,0.862,0.857,0.953,0.870,0.964,0.983,0.984,,,
2.381,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.382,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.383,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.384,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.385,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.386,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.387,0.862,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.388,0.863,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.389,0.863,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.390,0.863,0.857,0.953,0.871,0.964,0.983,0.984,,,
2.391,0.863,0.858,0.953,0.871,0.964,0.983,0.984,,,
2.392,0.863,0.858,0.953,0.871,0.964,0.983,0.984,,,
2.393,0.863,0.858,0.953,0.871,0.964,0.983,0.984,,,
2.394,0.863,0.858,0.953,0.871,0.964,0.983,0.984,,,
2.395,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.396,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.397,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.398,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.399,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.400,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.401,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.402,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.403,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.404,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.405,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.406,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.407,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.408,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.409,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.410,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.411,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.412,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.413,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.414,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.415,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.416,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.417,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.418,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.419,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.420,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.421,0.863,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.422,0.864,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.423,0.864,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.424,0.864,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.425,0.864,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.426,0.864,0.858,0.953,0.872,0.964,0.983,0.984,,,
2.427,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.428,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.429,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.430,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.431,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.432,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.433,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.434,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.435,0.864,0.859,0.953,0.872,0.964,0.983,0.984,,,
2.436,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.437,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.438,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.439,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.440,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.441,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.442,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.443,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.444,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.445,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.446,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.447,0.864,0.859,0.953,0.872,0.964,---,0.984,,,
2.448,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.449,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.450,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.451,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.452,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.453,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.454,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.455,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.456,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.457,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.458,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.459,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.460,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.461,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.462,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.463,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.464,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.465,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.466,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.467,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.468,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.469,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.470,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.471,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.472,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.473,0.864,0.859,0.953,0.871,0.964,---,0.984,,,
2.474,0.865,0.859,0.953,0.871,0.964,---,0.984,,,
2.475,0.865,0.859,0.953,0.871,0.964,---,0.984,,,
2.476,0.865,0.859,0.953,0.871,0.964,---,0.984,,,
2.477,0.865,0.860,0.953,0.871,0.964,---,0.984,,,
2.478,0.865,0.860,0.953,0.871,0.964,---,0.984,,,
2.479,0.865,0.860,0.953,0.871,0.964,---,0.984,,,
2.480,0.865,0.860,0.953,0.871,0.964,---,0.984,,,
2.481,0.865,0.860,0.953,0.871,0.964,---,0.984,,,
2.482,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.483,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.484,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.485,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.486,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.487,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.488,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.489,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.490,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.491,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.492,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.493,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.494,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.495,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.496,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.497,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.498,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.499,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.500,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.501,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.502,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.503,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.504,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.505,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.506,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.507,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.508,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.509,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.510,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.511,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.512,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.513,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.514,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.515,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.516,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.517,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.518,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.519,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
2.520,0.865,0.860,0.953,0.870,0.964,---,0.984,,,
